epoch,train_loss,val_loss
1,5.798747124879257,4.739989640627354
2,5.023449400196904,4.561033688957698
3,4.742210719896399,4.173830320027249
4,4.468646028767461,4.067886901624275
5,4.220303898272307,3.845936344346396
6,4.10594507922297,3.6956303638531813
7,3.9684216354204263,3.572722773906613
8,3.7995815069779106,3.338528040683631
9,3.762004520582116,3.376548342796725
10,3.6480336603911026,3.3320568054503976
11,3.556610667187235,3.1355075054589054
12,3.4636740580849024,3.043095339756695
13,3.365316276964934,2.8686702008418146
14,3.3166070502737295,2.889954104568019
15,3.269717848819235,2.8071524039444515
16,3.148011352704919,2.7759057851533915
17,3.078965249268905,2.777781055650107
18,3.1452749086462934,2.7842710156086063
19,3.0125403196915337,2.6147418941676452
20,2.915495271268098,2.7759422152495583
21,2.9537443389063296,2.68901999463063
22,2.8792564454285996,2.6679216114285893
23,2.8999928391498067,2.673656612716759
24,2.8504625507023023,2.511432217500755
25,2.829198868378349,2.426565693758079
26,2.782948006754336,2.2600918157698366
27,2.7105295036150063,2.386078940278571
28,2.6610886532327402,2.252268225036705
29,2.675331519997638,2.2554820253829324
30,2.7376310773517774,2.2076333620003106
31,2.7006790845290474,2.3102278807931693
32,2.754229099854179,2.346025197630743
33,2.8134951280510943,2.5339090719039117
34,2.669958270114401,2.208020869693809
35,2.6223113588664844,2.371804124396038
36,2.7165921874668286,2.459135424007069
37,2.669356460156648,2.2123490870819933
38,2.5687502570774243,2.319248338704595
39,2.5797768053801162,2.2080751036809496
40,2.5472463732180386,2.2637655051943355
41,2.643764008646426,2.1477259387654706
42,2.6056881987530254,2.1768820469701256
43,2.5293243864308232,2.234531818342603
44,2.6591245920761772,2.172581115044838
45,2.534831352855848,2.2480320326224503
46,2.5374225429866626,2.0786362679536676
47,2.439026220985081,2.2279091334539998
48,2.5163641597913657,2.169261527783943
49,2.5455055495967036,2.0576215906905078
50,2.5198851823806763,2.1196530416977306
51,2.477889869524085,2.0147914827362565
52,2.4334515436835913,2.1010111698434373
53,2.4438677196917324,2.2494858861297944
54,2.4684706667195195,2.1031223900061993
55,2.478368562200795,2.077201020947501
56,2.370203277339106,1.9979726296154263
57,2.3906319089557813,2.0559008357938655
58,2.3810016072314717,2.1410049965230558
59,2.4571224710215693,2.140535367093467
60,2.459282486335091,2.0400979630546465
61,2.3641631758731343,2.032840364892292
62,2.3265901544819707,2.033765734391436
63,2.377433496972789,2.0046951186230033
64,2.4373574205066846,2.12290063048854
65,2.4028744801231054,2.0681387228742447
66,2.377207450244738,2.0026455707129696
67,2.3408125017000283,2.037460233225967
68,2.3207853099574214,2.0276833230798896
69,2.286260672237562,1.9330561975473872
70,2.3196847697962886,2.0506251896051664
71,2.3355085849761963,1.9966388339838705
72,2.3209003624708755,2.0179312550988735
73,2.3427403906117314,2.0673731778935625
74,2.41766807825669,2.0793495749639086
75,2.2910051138504692,2.0513266413665017
76,2.2797416604083516,2.0835729105085052
77,2.272630556769993,1.9761206236752598
78,2.208368508712105,1.9680371993829395
79,2.3063818941945615,1.9103063558415605
80,2.2671940274860547,1.902481837049332
81,2.198434793430826,1.9521437926069107
82,2.23034247626429,2.010690914369483
83,2.196752123210741,1.976227094319241
84,2.2547285401302837,1.9523483458957724
85,2.236086503319118,1.8705425590851419
86,2.1930181461831797,1.993772410820995
87,2.2327919420988662,1.9245468814839344
88,2.180017429849376,1.9502980466059745
89,2.1876830899197124,1.9195341249471196
90,2.2000931656878926,2.0132595546974623
91,2.193090988242108,2.1174795936290227
92,2.1170268680738364,1.9088253009417826
93,2.1561067000679346,1.9400024742462747
94,2.112282903298088,1.958735353033733
95,2.0961413798124893,1.9488131737249286
96,2.172615170478821,1.8623525807351777
97,2.142737917278124,1.7953566073057736
98,2.1231146791706914,1.8570321532320384
99,2.0533385121304057,1.8221390037168812
100,2.1236414028250654,1.8968453709415825
101,2.123395525890848,1.918782473267274
102,2.195934984994971,1.9073855088762015
103,2.069989002269247,1.9906955967264728
104,2.1004225896752398,1.989794153812503
105,2.0190827172735464,1.8461880086210476
106,2.031303022218787,1.9397304951323622
107,2.0704810982165127,1.8309930993177346
108,2.008299558059029,1.8630872147142394
109,2.0356513002644414,1.89523152346125
110,2.09928267935048,1.8871905317648054
