epoch,train_loss,val_loss
1,5.619206034618875,4.864604340440314
2,5.093395896579908,4.695931202123973
3,4.9046777434971025,4.528099057431392
4,4.672622141630753,4.314890442472516
5,4.4927385578984795,4.033849713559322
6,4.217284378798111,3.9017764937450736
7,4.1489613678144375,3.997476988915898
8,4.023626306782598,3.5830501327829913
9,3.869282069413558,3.5960276980702215
10,3.8700372965439507,3.477893317698119
11,3.79295363633529,3.394563938303756
12,3.607567175574925,3.168493800912022
13,3.574124626491381,3.0978980399360343
14,3.463285145552262,3.0051675867443244
15,3.424240609873896,2.9598897764505434
16,3.3907843465390415,2.96811660524899
17,3.351405786431354,3.062725121653113
18,3.276377066321995,2.8962123249516343
19,3.2213074124377705,2.887801373957274
20,3.2949614317520806,2.923085009756167
21,3.2319367657537046,2.9432801366180756
22,3.206834419913914,2.840532289063635
23,3.1114405238110088,2.826560505822342
24,3.058377804963485,2.8610821801440447
25,3.1189891773721445,2.9207234888365776
26,3.1131747805553935,2.787491672295184
27,3.0164653010990308,2.666041351875326
28,3.0875781411709995,2.8712820343406404
29,3.1544443213421367,2.863391369827523
30,3.147873287615569,2.7501076890088965
31,3.0043274008709453,2.656576506690874
32,2.9674953688745913,2.600984853161268
33,2.849254286807516,2.649870875781561
34,2.8734368137691333,2.4831181557710504
35,2.8461912507596225,2.5317753944186796
36,2.814144808313121,2.562482311049112
37,2.7750052576479702,2.56017339525144
38,2.757660689561263,2.2999062446194904
39,2.762725726417873,2.4311607199266922
40,2.6776600920635723,2.2300340564454553
41,2.627262727074001,2.492273572391058
42,2.6990399982618247,2.3711844331305216
43,2.7011943381765615,2.337851074444689
44,2.631209694820902,2.233545315823936
45,2.6605145153792007,2.2568513204243557
46,2.540477721587471,2.245621242470649
47,2.540458191996035,2.1555784930867596
48,2.5245179715363877,2.194616547629196
49,2.5017931305843852,2.123004419416107
50,2.4601175059442935,2.1139060189901304
51,2.408759194871654,2.02328289507506
52,2.4681645579960034,2.111960682330381
53,2.5637131048285444,2.3585911256879486
54,2.543570145316746,2.41977825309291
55,2.570132773855458,2.4999235346297586
56,2.5274504889612612,2.16295775697251
57,2.398812553156977,2.0632890032671045
58,2.3976910528929336,2.043362333098062
59,2.3913384935130244,1.9477699440044476
60,2.3551287754722265,1.9824688506848884
61,2.3619937637577886,2.0976115947912546
62,2.3578656030737837,1.9792197197265204
63,2.332812962324723,1.9759343872385577
64,2.287690141926641,1.9369461385343356
65,2.3265411283658897,1.9390684343238178
66,2.3405606435692827,2.1104247602877866
67,2.393348517625228,1.902449169763192
